"EntrezID" "Symbol" "A_1_L01_FlowCellA" "A_2_L01_FlowCellA" "A_3_L01_FlowCellA" "A_4_L01_FlowCellA" "A_5_L01_FlowCellA" "B_1_L01_FlowCellA" "B_2_L01_FlowCellA" "B_3_L01_FlowCellA" "B_4_L01_FlowCellA" "B_5_L01_FlowCellB"
"9609" "ERCC-00059" "ERCC-00059" 5 7 11 5 10 18 15 29 22 16
"9610" "ERCC-00060" "ERCC-00060" 160 137 182 212 249 255 259 280 240 282
"9611" "ERCC-00061" "ERCC-00061" 0 0 0 0 0 0 0 1 0 0
"9612" "ERCC-00062" "ERCC-00062" 42 35 39 52 58 15 14 17 13 12
"9613" "ERCC-00067" "ERCC-00067" 0 1 4 1 1 1 1 2 3 1
"9614" "ERCC-00069" "ERCC-00069" 0 3 3 2 2 8 5 3 5 4
"9615" "ERCC-00071" "ERCC-00071" 27 15 32 41 31 72 75 76 56 48
"9616" "ERCC-00073" "ERCC-00073" 1 0 0 0 0 2 1 0 0 1
"9617" "ERCC-00074" "ERCC-00074" 6480 5738 7139 8118 9286 16344 16665 17816 13578 15616
"9618" "ERCC-00075" "ERCC-00075" 0 0 0 0 0 0 0 0 0 0
"9619" "ERCC-00076" "ERCC-00076" 130 106 114 139 119 268 302 294 197 224
"9620" "ERCC-00077" "ERCC-00077" 0 0 0 1 3 3 2 1 0 1
"9621" "ERCC-00078" "ERCC-00078" 22 26 19 40 32 83 93 76 68 68
"9622" "ERCC-00079" "ERCC-00079" 50 39 52 52 54 158 136 146 115 105
"9623" "ERCC-00081" "ERCC-00081" 0 0 0 0 0 1 0 0 2 0
"9624" "ERCC-00083" "ERCC-00083" 0 0 0 0 0 0 0 0 0 0
"9625" "ERCC-00084" "ERCC-00084" 21 19 17 21 22 49 41 48 37 41
"9626" "ERCC-00085" "ERCC-00085" 2 4 3 3 4 0 4 3 2 3
"9627" "ERCC-00086" "ERCC-00086" 0 0 0 0 0 1 0 1 0 0
"9628" "ERCC-00092" "ERCC-00092" 182 127 174 190 186 80 65 50 43 36
"9629" "ERCC-00095" "ERCC-00095" 17 19 28 24 23 10 12 8 4 6
"9630" "ERCC-00096" "ERCC-00096" 7103 5529 6613 7402 8184 11132 10420 10223 7625 8885
"9631" "ERCC-00097" "ERCC-00097" 0 0 0 2 0 0 0 1 0 1
"9632" "ERCC-00098" "ERCC-00098" 0 0 0 0 0 0 0 0 0 0
"9633" "ERCC-00099" "ERCC-00099" 12 7 12 18 12 36 24 34 18 22
"9634" "ERCC-00104" "ERCC-00104" 0 0 0 0 0 0 0 1 0 0
"9635" "ERCC-00108" "ERCC-00108" 853 674 817 965 977 351 378 330 247 252
"9636" "ERCC-00109" "ERCC-00109" 0 0 0 0 0 0 1 1 1 0
"9637" "ERCC-00111" "ERCC-00111" 329 270 309 351 379 768 710 731 595 657
"9638" "ERCC-00112" "ERCC-00112" 33 33 45 24 50 96 98 96 61 107
"9639" "ERCC-00113" "ERCC-00113" 2548 2100 2503 2813 2972 6094 5941 6093 4633 4716
"9640" "ERCC-00116" "ERCC-00116" 106 90 99 87 140 55 41 49 26 53
"9641" "ERCC-00117" "ERCC-00117" 0 0 0 0 0 0 0 0 0 0
"9642" "ERCC-00120" "ERCC-00120" 2 0 0 0 0 2 0 1 0 1
"9643" "ERCC-00123" "ERCC-00123" 0 0 0 0 1 0 0 0 0 0
"9644" "ERCC-00126" "ERCC-00126" 0 0 0 1 1 1 2 2 0 4
"9645" "ERCC-00130" "ERCC-00130" 14065 11625 13594 16101 16447 5795 5693 6119 4272 5228
"9646" "ERCC-00131" "ERCC-00131" 69 47 62 98 71 38 30 39 19 15
"9647" "ERCC-00134" "ERCC-00134" 0 1 0 0 1 0 0 0 0 0
"9648" "ERCC-00136" "ERCC-00136" 433 378 461 482 574 162 195 191 152 217
"9649" "ERCC-00137" "ERCC-00137" 1 1 1 0 1 2 1 1 0 0
"9650" "ERCC-00138" "ERCC-00138" 0 0 0 1 0 0 0 0 0 0
"9651" "ERCC-00142" "ERCC-00142" 0 0 0 0 0 0 0 1 0 1
"9652" "ERCC-00143" "ERCC-00143" 0 6 3 3 0 7 7 9 2 2
"9653" "ERCC-00144" "ERCC-00144" 16 6 9 13 14 7 5 10 2 4
"9654" "ERCC-00145" "ERCC-00145" 407 380 403 549 568 1090 1070 1091 851 840
"9655" "ERCC-00147" "ERCC-00147" 0 1 4 0 2 0 0 1 0 0
"9656" "ERCC-00148" "ERCC-00148" 7 9 11 10 9 7 8 10 8 9
"9657" "ERCC-00150" "ERCC-00150" 1 0 3 0 1 1 0 0 1 1
"9658" "ERCC-00154" "ERCC-00154" 3 1 5 5 6 2 0 2 3 5
"9659" "ERCC-00156" "ERCC-00156" 0 0 0 0 0 0 0 0 0 0
"9660" "ERCC-00157" "ERCC-00157" 8 9 5 7 7 14 12 19 16 6
"9661" "ERCC-00158" "ERCC-00158" 1 0 0 0 1 0 0 0 0 1
"9662" "ERCC-00160" "ERCC-00160" 7 13 8 8 14 30 39 28 23 23
"9663" "ERCC-00162" "ERCC-00162" 34 17 40 47 42 64 59 67 58 53
"9664" "ERCC-00163" "ERCC-00163" 11 8 8 9 15 31 31 26 24 12
"9665" "ERCC-00164" "ERCC-00164" 0 0 0 0 0 0 0 0 0 0
"9666" "ERCC-00165" "ERCC-00165" 37 25 38 44 42 117 116 115 79 88
"9667" "ERCC-00168" "ERCC-00168" 2 1 1 0 2 0 1 0 1 0
"9668" "ERCC-00170" "ERCC-00170" 6 11 7 7 11 1 0 1 5 2
"9669" "ERCC-00171" "ERCC-00171" 2437 1916 2497 2816 2547 4133 3742 3975 3009 2720
"9670" "2067" "ERCC1" 214 188 199 261 185 212 195 185 140 118
"9671" "2068" "ERCC2" 230 211 212 254 207 130 119 125 90 72
"9672" "2071" "ERCC3" 345 278 339 428 337 333 345 355 272 221
"9673" "2072" "ERCC4" 68 47 69 86 78 42 68 64 37 50
"9675" "54821" "ERCC6L" 87 72 106 121 101 2 0 5 1 0
"9677" "2069" "EREG" 22 13 28 32 42 0 0 0 0 0
"9679" "2078" "ERG" 38 36 54 53 36 42 43 37 23 24
"9680" "57222" "ERGIC1" 921 779 907 1078 861 445 450 473 338 255
"9681" "51290" "ERGIC2" 131 126 174 187 170 82 92 108 101 76
"9682" "51614" "ERGIC3" 1083 930 1100 1277 1086 358 377 390 284 232
"9683" "2079" "ERH" 337 305 335 383 395 160 158 156 123 79
"9684" "90459" "ERI1" 132 111 146 170 158 37 31 48 40 19
"9685" "79033" "ERI3" 286 213 269 328 261 436 409 436 301 220
"9686" "157697" "ERICH1" 108 105 141 144 115 84 71 90 80 35
"9687" "27248" "ERLEC1" 267 233 334 354 342 318 296 361 266 246
"9688" "100288870" "ERLEC1P1" 6 4 5 4 9 3 8 12 3 5
"9689" "10613" "ERLIN1" 346 306 431 431 400 87 93 90 83 65
"9690" "11160" "ERLIN2" 307 214 304 391 318 146 170 188 144 109
"9691" "114625" "ERMAP" 34 30 24 42 31 18 16 17 13 13
"9692" "57471" "ERMN" 6 3 6 6 8 1436 1431 1676 1267 1160
"9693" "79956" "ERMP1" 313 319 377 475 408 346 314 367 288 228
"9694" "2081" "ERN1" 226 183 229 253 230 53 50 64 46 57
"9695" "10595" "ERN2" 3 2 3 6 1 0 0 1 0 2
"9696" "30001" "ERO1L" 780 688 890 1036 994 238 247 279 227 172
"9697" "56605" "ERO1LB" 44 34 41 53 59 85 75 96 81 56
"9698" "121506" "ERP27" 7 4 9 7 14 0 1 0 1 0
"9699" "10961" "ERP29" 52 55 58 62 54 16 17 17 18 2
"9700" "23071" "ERP44" 292 249 310 358 325 150 150 152 127 139
"9701" "54206" "ERRFI1" 701 601 776 891 803 242 234 237 221 162
"9707" "114799" "ESCO1" 162 129 170 187 179 71 94 73 82 51
"9708" "157570" "ESCO2" 99 90 110 154 107 1 0 0 0 0
"9709" "2098" "ESD" 401 367 420 481 482 270 310 352 304 248
"9710" "51575" "ESF1" 142 117 165 183 180 73 63 81 71 66
"9711" "11082" "ESM1" 46 30 56 43 43 2 1 1 0 0
"9712" "100188917" "ESP33" 0 0 0 0 0 0 0 0 0 0
"9713" "9700" "ESPL1" 416 377 412 480 391 0 1 2 0 3
"9714" "83715" "ESPN" 165 117 138 170 114 47 56 41 44 27
"9715" "339768" "ESPNL" 5 3 5 9 1 23 15 17 19 10
"9716" "284729" "ESPNP" 24 23 31 19 12 8 4 8 2 3
"9717" "2099" "ESR1" 62 45 61 50 63 16 15 14 13 11
"9718" "2100" "ESR2" 12 5 11 3 6 6 4 10 3 4
"9719" "54845" "ESRP1" 86 86 124 115 96 6 2 6 6 0
"9720" "80004" "ESRP2" 117 92 96 91 108 4 4 5 2 0
"9721" "2101" "ESRRA" 133 123 141 146 127 85 81 102 80 50
"9722" "144847" "ESRRAP1" 10 5 4 6 2 4 1 2 1 1
"9723" "144832" "ESRRAP2" 1 0 0 0 0 0 1 2 0 0
"9724" "2103" "ESRRB" 14 17 19 20 19 9 7 7 5 9
"9725" "2104" "ESRRG" 4 3 4 8 10 125 158 211 161 117
"9726" "80712" "ESX1" 5 4 9 6 6 0 0 0 0 0
"9727" "23344" "ESYT1" 925 818 962 1084 907 350 335 322 223 211
"9728" "57488" "ESYT2" 733 621 856 940 841 495 450 517 402 320
"9729" "83850" "ESYT3" 19 10 17 20 11 126 146 151 123 103
"9730" "54465" "ETAA1" 88 117 150 162 126 55 51 60 37 50
"9731" "2107" "ETF1" 681 607 717 804 777 298 317 317 246 225
"9732" "6825" "ETF1P2" 3 3 3 4 1 1 0 1 0 0
"9733" "100132121" "ETF1P3" 0 0 0 0 0 0 0 0 0 0
"9734" "2108" "ETFA" 599 516 646 687 618 174 180 200 144 116
"9735" "2110" "ETFDH" 85 62 90 103 76 105 113 107 89 98
"9736" "23474" "ETHE1" 70 42 53 81 64 44 31 39 36 24
"9737" "55500" "ETNK1" 341 278 477 465 523 443 407 548 383 393
"9738" "55224" "ETNK2" 71 38 73 71 54 17 20 24 9 17
"9739" "2113" "ETS1" 435 397 473 546 462 98 86 105 70 66
"9740" "2114" "ETS2" 277 235 289 367 277 579 637 632 488 361
"9741" "2115" "ETV1" 130 132 170 151 149 1268 1292 1494 1163 1009
"9742" "2116" "ETV2" 7 4 5 1 3 3 3 2 1 2
"9743" "2117" "ETV3" 171 151 165 183 180 80 95 90 68 59
"9744" "440695" "ETV3L" 0 2 0 0 1 2 2 3 1 0
"9745" "2118" "ETV4" 512 400 504 594 445 7 7 8 6 6
"9746" "2119" "ETV5" 384 326 423 484 399 283 242 252 207 187
"9747" "2120" "ETV6" 158 116 159 176 159 81 77 64 50 48
"9748" "51513" "ETV7" 4 1 1 1 5 7 6 2 0 2
"9749" "2121" "EVC" 93 69 97 118 87 33 42 39 30 27
"9750" "132884" "EVC2" 18 6 18 9 11 11 4 1 2 2
"9752" "7813" "EVI5" 77 65 84 78 90 108 117 122 101 94
"9753" "115704" "EVI5L" 142 104 133 121 89 614 601 584 420 318
"9754" "51466" "EVL" 456 406 441 521 369 865 880 921 684 509
"9755" "2125" "EVPL" 105 66 80 91 85 14 15 16 13 4
"9756" "645027" "EVPLL" 2 1 2 0 5 0 0 1 0 0
"9757" "2128" "EVX1" 1 0 0 0 0 0 0 0 1 0
"9758" "344191" "EVX2" 0 0 0 1 0 0 0 0 0 0
"9759" "2130" "EWSR1" 747 598 824 890 777 685 688 699 511 441
"9760" "161829" "EXD1" 0 0 0 0 0 2 2 3 0 1
"9761" "55218" "EXD2" 108 100 124 129 112 250 267 294 197 158
"9762" "54932" "EXD3" 86 51 79 89 81 122 118 123 91 72
"9763" "9156" "EXO1" 202 201 241 261 196 0 0 1 3 0
"9764" "55763" "EXOC1" 113 100 150 152 146 173 178 191 165 96
"9765" "55770" "EXOC2" 188 155 177 271 230 175 160 208 126 124
"9766" "11336" "EXOC3" 381 300 386 434 387 449 406 426 320 260
"9767" "90332" "EXOC3L2" 26 23 35 33 34 0 1 0 1 0
"9769" "60412" "EXOC4" 344 325 422 486 391 343 328 405 297 227
"9770" "10640" "EXOC5" 252 208 287 323 335 271 244 325 240 224
"9771" "54536" "EXOC6" 75 76 93 114 107 82 91 96 71 74
"9772" "23233" "EXOC6B" 111 122 148 177 154 475 450 559 421 347
"9773" "23265" "EXOC7" 319 286 288 379 267 453 404 461 348 236
"9774" "149371" "EXOC8" 105 78 81 109 88 112 90 101 91 80
"9775" "9941" "EXOG" 60 47 66 77 71 51 56 50 59 35
"9776" "51013" "EXOSC1" 83 75 102 125 103 64 52 75 42 45
"9777" "5394" "EXOSC10" 428 372 401 489 386 293 316 326 275 172
"9778" "23404" "EXOSC2" 193 125 161 175 172 60 64 76 48 59
"9779" "100151640" "EXOSC3P1" 14 10 13 20 19 1 6 5 0 2
"9780" "54512" "EXOSC4" 163 97 126 147 138 79 76 57 51 41
"9781" "56915" "EXOSC5" 132 126 167 127 122 78 66 69 42 36
"9782" "118460" "EXOSC6" 232 208 276 278 237 363 366 381 327 272
"9784" "11340" "EXOSC8" 196 167 233 265 242 72 73 90 51 55
"9785" "5393" "EXOSC9" 185 178 211 253 239 62 73 78 68 45
"9786" "23086" "EXPH5" 17 23 22 31 21 192 188 228 161 155
"9787" "2131" "EXT1" 237 199 212 275 239 73 57 93 66 42
"9788" "2132" "EXT2" 407 346 430 510 426 213 212 225 178 125
"9789" "2134" "EXTL1" 33 29 37 43 27 241 226 271 188 129
"9790" "2135" "EXTL2" 131 126 154 171 190 235 224 251 259 175
"9791" "2137" "EXTL3" 289 243 303 349 266 609 494 552 443 334
"9792" "2138" "EYA1" 46 39 55 67 58 12 7 12 8 7
"9793" "2139" "EYA2" 17 12 14 17 16 18 24 23 20 22
"9794" "2140" "EYA3" 171 162 177 246 189 114 128 139 95 87
"9795" "2070" "EYA4" 49 51 78 75 59 13 7 13 5 7
"9796" "346007" "EYS" 7 1 3 7 4 9 11 19 11 6
"9798" "2146" "EZH2" 468 421 523 573 496 13 19 25 17 14
"9799" "7430" "EZR" 764 664 848 906 811 299 303 337 229 201
"9800" "2159" "F10" 86 58 78 84 77 21 8 7 13 10
"9801" "2160" "F11" 22 19 27 29 20 4 3 0 1 0
"9802" "2161" "F12" 31 27 28 30 31 17 20 11 11 10
"9803" "2162" "F13A1" 1 0 0 1 0 66 59 72 53 39
"9804" "2165" "F13B" 2 0 0 1 1 0 0 0 0 0
"9805" "2147" "F2" 365 280 386 406 329 2 4 3 1 2
"9806" "2149" "F2R" 268 257 324 400 339 11 9 12 6 6
"9807" "2150" "F2RL1" 54 34 68 50 50 2 7 1 2 2
"9808" "2151" "F2RL2" 51 34 54 72 60 0 1 0 0 1
"9809" "9002" "F2RL3" 10 10 15 16 4 0 2 1 2 0
"9810" "2152" "F3" 39 33 49 55 42 390 400 440 352 273
"9811" "2153" "F5" 165 129 136 193 158 20 9 20 11 9
"9812" "2155" "F7" 32 23 24 24 27 10 11 10 8 8
"9813" "2157" "F8" 27 21 34 42 45 96 81 103 76 73
"9814" "8263" "F8A1" 0 0 0 0 0 0 0 0 0 0
"9815" "474383" "F8A2" 0 0 0 0 0 0 0 1 0 0
"9816" "474384" "F8A3" 0 0 0 0 0 0 0 0 0 0
"9817" "2158" "F9" 0 0 0 0 0 0 0 0 0 0
"9818" "79152" "FA2H" 62 48 62 60 54 366 397 369 291 199
"9819" "158584" "FAAH2" 21 12 23 27 31 16 18 9 13 9
"9823" "2168" "FABP1" 167 158 184 207 209 1 0 1 1 1
"9824" "646486" "FABP12" 0 0 0 0 0 0 0 1 0 0
"9825" "2169" "FABP2" 2 0 2 2 2 0 0 0 0 0
"9826" "2170" "FABP3" 15 15 10 12 13 103 99 100 87 71
"9827" "56677" "FABP3P2" 0 0 0 0 0 0 0 0 0 0
"9828" "2167" "FABP4" 0 0 0 0 0 1 1 0 1 0
"9829" "2171" "FABP5" 19 24 23 19 24 38 37 36 35 22
"9836" "2172" "FABP6" 0 3 2 2 3 23 15 32 18 11
"9837" "2173" "FABP7" 26 10 12 31 19 311 281 343 218 215
"9838" "646480" "FABP9" 0 0 1 0 0 0 0 0 0 0
"9843" "8772" "FADD" 175 154 179 200 140 50 53 66 52 27
"9848" "3992" "FADS1" 1039 907 1065 1281 1074 519 516 555 402 347
"9849" "3995" "FADS3" 245 186 258 269 214 325 324 272 264 154
"9850" "283985" "FADS6" 1 1 0 2 0 81 75 57 52 42
"9851" "11124" "FAF1" 341 334 356 436 381 235 243 242 186 159
"9852" "23197" "FAF2" 358 313 407 444 351 249 251 298 175 194
"9865" "2184" "FAH" 211 159 208 222 199 41 40 41 23 23
"9866" "81889" "FAHD1" 130 117 155 152 157 99 89 89 77 54
"9867" "51011" "FAHD2A" 113 117 127 127 120 116 125 118 82 66
"9868" "151313" "FAHD2B" 65 68 86 86 72 147 136 169 113 93
"9870" "55179" "FAIM" 39 31 64 45 41 37 48 45 45 33
"9871" "23017" "FAIM2" 9 5 9 10 9 5696 5595 5684 4270 3344
"9872" "9214" "FAIM3" 85 70 70 95 63 1 2 2 1 1
"9890" "144347" "FAM101A" 6 5 9 4 3 37 50 44 29 18
"9891" "359845" "FAM101B" 163 150 164 239 182 43 41 51 40 31
"9892" "399665" "FAM102A" 264 185 248 263 205 545 485 497 372 286
"9893" "284611" "FAM102B" 241 231 289 342 324 282 281 370 261 216
"9894" "83640" "FAM103A1" 4 5 6 4 6 4 1 2 3 1
"9895" "353267" "FAM103A2P" 50 61 79 79 84 50 34 48 46 24
"9896" "84923" "FAM104A" 98 60 68 83 72 51 45 62 40 39
"9897" "90736" "FAM104B" 37 37 46 33 41 85 74 95 65 61
"9898" "54491" "FAM105A" 30 35 35 37 35 32 35 30 9 17
"9899" "90268" "FAM105B" 195 146 212 218 222 74 66 63 54 64
"9900" "80039" "FAM106A" 0 1 1 3 0 9 6 5 2 6
"9901" "11170" "FAM107A" 8 5 9 11 6 4381 4402 4728 3617 2796
"9902" "83641" "FAM107B" 228 158 258 248 224 538 521 590 449 391
"9903" "81926" "FAM108A1" 321 241 265 311 209 650 646 687 543 379
"9904" "728917" "FAM108A2" 7 3 5 8 6 14 19 18 18 5
"9905" "91219" "FAM108A6P" 1 0 0 2 1 6 3 2 1 1
"9906" "644988" "FAM108A7P" 5 4 7 11 7 34 27 24 25 13
"9907" "51104" "FAM108B1" 91 90 87 118 113 184 147 221 162 142
"9908" "58489" "FAM108C1" 120 77 115 128 131 86 104 95 72 50
"9909" "144717" "FAM109A" 102 70 90 98 95 30 56 44 37 23
"9910" "150368" "FAM109B" 25 16 22 17 16 11 5 3 7 6
"9916" "83541" "FAM110A" 68 55 60 73 51 26 29 18 20 7
"9917" "90362" "FAM110B" 21 16 13 24 15 223 251 247 202 152
"9918" "642273" "FAM110C" 33 23 21 29 21 21 28 19 22 21
"9922" "92689" "FAM114A1" 191 175 215 247 225 42 60 52 42 39
"9923" "10827" "FAM114A2" 66 52 91 91 73 53 40 50 50 35
"9924" "9747" "FAM115A" 126 96 159 151 153 216 199 269 191 159
"9925" "653199" "FAM115B" 172 155 170 218 199 315 358 389 274 260
"9926" "285966" "FAM115C" 50 39 39 66 51 31 16 26 18 20
"9929" "81558" "FAM117A" 100 72 111 111 103 42 45 47 24 20
"9930" "150864" "FAM117B" 107 103 119 145 118 129 126 158 141 104
"9931" "55007" "FAM118A" 179 164 184 244 189 117 110 129 76 68
"9932" "79607" "FAM118B" 71 79 78 113 77 73 74 80 55 60
"9935" "23196" "FAM120A" 854 667 871 978 912 462 416 549 390 320
"9936" "158293" "FAM120AOS" 188 187 258 299 228 242 202 231 180 129
"9937" "84498" "FAM120B" 189 163 217 268 177 322 313 345 277 209
"9938" "54954" "FAM120C" 83 80 98 123 90 129 157 121 112 80
"9939" "116224" "FAM122A" 79 68 79 102 93 126 153 142 101 84
"9940" "159090" "FAM122B" 357 265 400 459 418 253 204 255 175 171
"9941" "159091" "FAM122C" 39 25 30 32 32 5 11 17 13 7
"9945" "220108" "FAM124A" 29 16 23 35 23 183 135 155 130 102
"9946" "79843" "FAM124B" 5 3 8 8 9 2 2 9 1 1
"9949" "84668" "FAM126A" 269 252 376 362 410 70 86 74 55 62
"9950" "285172" "FAM126B" 83 82 105 108 117 427 367 508 358 330
"9951" "8933" "FAM127A" 0 0 0 0 0 0 0 0 0 0
"9952" "26071" "FAM127B" 224 191 233 225 186 249 182 208 199 129
"9953" "441518" "FAM127C" 68 55 84 95 66 68 82 63 58 36
"9954" "116496" "FAM129A" 186 147 188 218 194 30 37 42 24 30
"9955" "64855" "FAM129B" 1309 1041 1268 1361 1047 298 280 251 180 154
"9956" "199786" "FAM129C" 1 0 0 2 2 2 6 2 4 3
"9957" "131408" "FAM131A" 61 56 55 78 40 514 472 494 384 267
"9958" "9715" "FAM131B" 20 10 17 20 15 1147 1096 1141 879 661
"9959" "348487" "FAM131C" 10 11 5 11 8 169 145 158 115 92
"9960" "388581" "FAM132A" 10 10 13 17 16 8 2 6 3 5
"9961" "151176" "FAM132B" 23 12 31 34 14 18 23 33 20 17
"9962" "286499" "FAM133A" 10 7 6 10 8 17 36 31 30 22
"9963" "257415" "FAM133B" 53 38 60 51 62 58 54 45 60 48
"9965" "79137" "FAM134A" 347 317 335 429 334 998 900 1021 740 612
"9966" "54463" "FAM134B" 26 16 33 37 27 365 317 437 304 290
"9967" "162427" "FAM134C" 295 217 251 312 217 268 256 281 216 147
"9968" "57579" "FAM135A" 48 61 58 69 87 120 102 139 115 100
"9969" "51059" "FAM135B" 0 0 0 0 0 198 186 231 165 129
"9970" "84908" "FAM136A" 282 301 323 378 333 82 77 83 69 69
"9972" "645520" "FAM138A" 1 0 0 0 1 0 0 1 0 0
"9973" "654412" "FAM138B" 0 0 0 0 0 1 0 0 0 0
"9974" "654835" "FAM138C" 0 1 0 0 0 0 0 0 0 0
"9975" "677784" "FAM138D" 0 0 0 0 0 0 1 0 0 0
"9976" "100124412" "FAM138E" 0 1 0 1 0 0 0 0 0 0
"9977" "641702" "FAM138F" 0 0 0 0 0 0 0 0 0 0
"9978" "10144" "FAM13A" 73 53 56 74 75 106 104 145 94 82
"9980" "51306" "FAM13B" 117 123 147 200 160 303 327 379 286 242
"9981" "220965" "FAM13C" 6 1 2 1 3 134 122 144 114 102
"9982" "25854" "FAM149A" 15 12 10 17 7 117 116 107 93 59
"9983" "317662" "FAM149B1" 67 60 64 78 75 70 98 106 111 72
"9984" "389658" "FAM150A" 0 0 0 0 0 4 0 1 1 0
"9985" "285016" "FAM150B" 1 4 3 3 3 6 9 12 7 6
"9986" "338094" "FAM151A" 0 0 2 0 0 1 1 2 1 2
"9987" "167555" "FAM151B" 5 2 6 3 2 5 7 10 9 7
"9988" "285596" "FAM153A" 1 4 5 6 4 124 132 150 127 110
"9989" "202134" "FAM153B" 0 2 0 0 0 67 58 63 61 53
"9991" "158297" "FAM154A" 0 0 0 0 0 0 0 0 0 0
"9992" "283726" "FAM154B" 6 12 18 9 8 17 10 15 10 6
"9993" "728215" "FAM155A" 22 17 12 18 11 218 221 220 191 165
"9994" "27112" "FAM155B" 35 38 29 54 31 61 50 63 48 25
"9995" "29057" "FAM156A" 22 19 25 26 23 30 30 23 23 22
"9996" "727866" "FAM156B" 201 154 228 246 181 224 171 215 160 124
"9997" "728262" "FAM157A" 1 1 0 2 2 2 1 0 1 1
"9998" "100132403" "FAM157B" 0 0 0 0 0 1 0 0 0 0
"9999" "100132055" "FAM157C" 0 1 2 4 5 1 1 1 3 1
"10001" "348378" "FAM159A" 17 8 11 9 9 6 2 4 2 1
"10002" "100132916" "FAM159B" 2 2 3 1 1 1 0 0 0 0
"10003" "729830" "FAM160A1" 6 8 10 10 11 17 16 20 10 4
"10004" "84067" "FAM160A2" 162 139 164 225 147 174 218 211 173 111
"10006" "64760" "FAM160B2" 415 305 360 399 323 407 378 376 288 213
"10007" "84140" "FAM161A" 48 54 56 63 59 39 45 72 37 42
"10008" "145483" "FAM161B" 26 31 32 26 26 132 132 140 114 85
"10009" "26355" "FAM162A" 390 381 481 488 469 208 205 227 181 147
"10010" "221303" "FAM162B" 0 0 1 3 0 22 18 13 16 8
"10011" "148753" "FAM163A" 14 14 9 13 21 19 18 14 6 8
"10012" "642968" "FAM163B" 3 2 1 6 6 247 265 280 208 133
"10016" "401565" "FAM166A" 0 0 1 1 0 0 0 1 1 1
"10017" "730112" "FAM166B" 3 4 8 6 0 1 0 0 1 3
"10018" "83648" "FAM167A" 46 39 41 38 45 155 139 153 106 72
"10019" "84734" "FAM167B" 23 23 29 21 16 5 8 8 4 4
"10020" "23201" "FAM168A" 330 286 354 415 369 1392 1368 1477 1195 895
"10021" "130074" "FAM168B" 698 584 708 795 763 1479 1520 1563 1175 931
"10022" "26049" "FAM169A" 53 50 63 88 69 220 222 251 222 202
"10023" "283777" "FAM169B" 0 0 0 0 1 0 0 0 0 0
"10024" "170370" "FAM170B" 0 0 0 0 0 0 0 0 0 0
"10025" "221061" "FAM171A1" 97 81 93 116 82 335 317 360 265 223
"10026" "284069" "FAM171A2" 103 97 90 107 69 403 379 326 267 156
"10027" "165215" "FAM171B" 31 35 37 30 47 816 883 955 687 695
"10030" "65990" "FAM173A" 79 59 58 87 58 95 95 97 66 47
"10031" "134145" "FAM173B" 52 48 75 63 70 41 47 64 42 31
"10032" "345757" "FAM174A" 50 33 51 52 45 138 100 140 79 66
"10034" "23172" "FAM175B" 91 89 120 128 109 84 103 91 72 56
"10037" "283635" "FAM177A1" 134 146 180 217 190 166 160 219 166 152
"10038" "400823" "FAM177B" 0 0 0 0 0 2 3 1 2 1
"10039" "55719" "FAM178A" 171 149 206 235 195 189 204 205 173 159
"10040" "51252" "FAM178B" 108 97 97 125 120 38 35 40 36 16
"10041" "165186" "FAM179A" 5 4 0 3 3 46 38 34 28 18
"10042" "23116" "FAM179B" 79 49 80 87 79 263 251 290 254 197
"10043" "389558" "FAM180A" 145 134 156 184 159 2 2 1 1 1
"10044" "399888" "FAM180B" 0 0 2 1 1 8 3 2 3 7
"10045" "90050" "FAM181A" 0 0 0 0 0 17 21 22 17 14
"10046" "220382" "FAM181B" 0 0 0 0 1 16 20 15 16 10
"10047" "284800" "FAM182A" 2 1 3 1 2 14 21 15 21 13
"10048" "728882" "FAM182B" 31 26 40 45 37 133 132 158 127 92
"10049" "440585" "FAM183A" 12 11 6 7 6 0 0 2 0 0
"10050" "340286" "FAM183B" 0 0 0 0 0 0 0 1 1 0
"10051" "79632" "FAM184A" 35 49 37 46 37 135 109 141 117 87
"10054" "121006" "FAM186A" 4 0 1 1 7 0 4 4 2 4
"10055" "84070" "FAM186B" 1 3 3 2 5 1 1 2 0 1
"10056" "148109" "FAM187B" 0 0 0 0 0 0 0 0 0 0
"10057" "80013" "FAM188A" 89 79 107 126 127 187 207 217 170 176
"10058" "23359" "FAM189A1" 7 4 7 5 4 197 192 169 140 108
"10059" "9413" "FAM189A2" 28 23 23 24 26 83 79 83 72 52
"10060" "10712" "FAM189B" 333 249 333 359 264 240 218 209 182 140
"10066" "80011" "FAM192A" 324 298 357 390 385 373 372 439 347 254
"10068" "54540" "FAM193B" 416 344 418 452 351 321 287 332 284 169
"10069" "131831" "FAM194A" 1 1 1 0 0 0 1 0 0 0
"10070" "220081" "FAM194B" 0 0 0 0 0 0 1 0 0 0
"10071" "84331" "FAM195A" 198 153 169 210 149 141 127 115 98 51
"10072" "348262" "FAM195B" 262 200 242 256 186 468 410 471 341 242
"10073" "642938" "FAM196A" 0 1 0 0 2 31 30 25 16 14
"10074" "100131897" "FAM196B" 15 20 21 23 26 63 63 83 66 35
"10076" "51313" "FAM198B" 84 67 103 111 96 226 226 236 225 183
"10077" "139231" "FAM199X" 291 229 333 363 362 589 559 732 523 516
